channel_name,category,Sub-category,Customer Remarks,order_date_time,Issue_reported at,issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,connected_handling_time,Agent_name,Supervisor,Manager,Tenure Bucket,Agent Shift,CSAT Score,Response Time (mins)
Inbound,Returns,Fraudulent User,Good ,,2023-07-08 12:09:00,2023-07-08 12:14:00,2023-08-07,Unknown,Unknown,,,Timothy Grant,William Park,John Smith,31-60,Morning,4.0,5.0
Inbound,Cancellation,Not Needed,No Remarks,2023-08-02 09:22:00,2023-07-08 11:39:00,2023-07-08 11:48:00,2023-08-07,SONIPAT,Electronics,1999.0,,Anthony Smith,Mia Patel,John Smith,>90,Morning,1.0,9.0
Inbound,Order Related,Order status enquiry,No Remarks,,2023-07-08 15:56:00,2023-07-08 22:42:00,2023-08-07,Unknown,Unknown,,,Steven Sanders,Mia Patel,John Smith,31-60,Morning,1.0,406.0
Inbound,Returns,Damaged,No Remarks,,2023-07-08 17:00:00,2023-07-08 17:01:00,2023-08-07,Unknown,Unknown,,,Garrett Kim,Elijah Yamaguchi,John Smith,>90,Evening,5.0,1.0
Email,Order Related,General Enquiry,Customer service person was helpless to provide proper information ,2023-06-29 12:00:00,2023-07-08 12:20:00,2023-07-08 12:25:00,2023-08-07,HYDERABAD,Electronics,2000.0,,Wesley Meyer,Zoe Yamamoto,John Smith,>90,Morning,1.0,5.0
Inbound,Order Related,Invoice request,No Remarks,,2023-05-08 18:27:00,2023-07-08 05:16:00,2023-08-07,Unknown,Unknown,,,Andrew Aguilar,Nathan Patel,Emily Chen,On Job Training,Evening,4.0,87049.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 10:53:00,2023-07-08 11:02:00,2023-08-07,Unknown,Unknown,,,Stephanie Neal,Layla Taniguchi,Emily Chen,>90,Morning,4.0,9.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-07-08 12:34:00,2023-07-08 12:35:00,2023-08-07,Unknown,Unknown,,,Ronald Garcia,Elijah Yamaguchi,Emily Chen,>90,Morning,5.0,1.0
Inbound,Returns,Missing,No Remarks,,2023-07-08 11:49:00,2023-07-08 11:55:00,2023-08-07,Unknown,Unknown,,,Kimberly Medina,Lily Chen,Michael Lee,>90,Morning,5.0,6.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 19:49:00,2023-07-08 19:53:00,2023-08-07,Unknown,Unknown,,,Kelsey Massey,Mia Patel,Emily Chen,61-90,Evening,5.0,4.0
Inbound,Order Related,Delayed,Good ,,2023-07-08 09:30:00,2023-07-08 09:37:00,2023-08-07,Unknown,Unknown,,,Kenneth Martin,Aiden Patel,John Smith,31-60,Morning,5.0,7.0
Inbound,Returns,Reverse Pickup Enquiry,Change delivery agent,,2023-07-08 12:04:00,2023-07-08 12:07:00,2023-08-07,Unknown,Unknown,,,Kenneth Martin,Aiden Patel,John Smith,31-60,Morning,5.0,3.0
Inbound,Returns,Return request,No Remarks,2023-07-25 18:26:00,2023-05-08 20:02:00,2023-07-08 18:36:00,2023-08-07,SILIGURI,LifeStyle,448.0,,Anthony Sims,Zoe Yamamoto,John Smith,>90,Afternoon,4.0,87754.0
Inbound,Refund Related,Refund Enquiry,No Remarks,2023-07-21 09:03:00,2023-07-08 09:02:00,2023-07-08 09:08:00,2023-08-07,VADODARA,Home,1529.0,,Michael Branch,Jackson Park,William Kim,On Job Training,Morning,5.0,6.0
Inbound,Returns,Fraudulent User,No Remarks,,2023-07-08 11:18:00,2023-07-08 13:05:00,2023-08-07,Unknown,Unknown,,,William Carey DVM,William Park,John Smith,61-90,Evening,4.0,107.0
Inbound,Returns,Missing,No Remarks,,2023-07-08 16:02:00,2023-07-08 16:03:00,2023-08-07,Unknown,Unknown,,,Amy Vazquez,Elijah Yamaguchi,Michael Lee,>90,Night,5.0,1.0
Inbound,Order Related,Seller Cancelled Order,No Remarks,,2023-07-08 23:17:00,2023-07-08 23:46:00,2023-08-07,Unknown,Unknown,,,Laura Beck,Noah Patel,Emily Chen,>90,Afternoon,4.0,29.0
Inbound,Order Related,Installation/demo,Very good ,,2023-07-08 10:34:00,2023-07-08 10:37:00,2023-08-07,Unknown,Unknown,,,Dana Taylor,Aiden Patel,John Smith,>90,Morning,5.0,3.0
Inbound,Returns,Reverse Pickup Enquiry,"  non return policies, he send wron products",,2023-07-08 23:06:00,2023-07-08 23:09:00,2023-08-07,Unknown,Unknown,,,Andrea Suarez,Ethan Tan,Michael Lee,>90,Evening,4.0,3.0
Inbound,Refund Related,Refund Enquiry,No Remarks,,2023-07-08 10:06:00,2023-07-08 10:06:00,2023-08-07,Unknown,Unknown,,,Luis Bell,Austin Johnson,Michael Lee,0-30,Morning,5.0,0.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-06-08 11:36:00,2023-07-08 09:04:00,2023-08-07,Unknown,Unknown,,,Mary Quinn,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,1.0,43048.0
Inbound,Payments related,PayLater related,Nice ,,2023-07-08 09:38:00,2023-07-08 11:30:00,2023-08-07,Unknown,Unknown,,,Janet Turner,Layla Taniguchi,Emily Chen,31-60,Morning,5.0,112.0
Inbound,Order Related,Invoice request,No Remarks,,2023-07-08 18:21:00,2023-07-08 19:15:00,2023-08-07,Unknown,Unknown,,,Kara Jordan,Carter Park,Jennifer Nguyen,On Job Training,Morning,1.0,54.0
Inbound,Product Queries,Product Specific Information,Thanks ,,2023-07-08 22:01:00,2023-07-08 22:02:00,2023-08-07,Unknown,Unknown,,,Andre Adams,Carter Park,Michael Lee,31-60,Evening,5.0,1.0
Inbound,Returns,Reverse Pickup Enquiry,Tq so much sir ,,2023-07-08 13:18:00,2023-07-08 13:25:00,2023-08-07,Unknown,Unknown,,,Samantha Warner,Emily Yamashita,John Smith,>90,Morning,5.0,7.0
Outcall,Returns,Product related Issues,No Remarks,,2023-07-08 08:57:00,2023-07-08 09:20:00,2023-08-07,Unknown,Unknown,,,Judith Wyatt,Evelyn Kimura,John Smith,0-30,Morning,1.0,23.0
Inbound,Order Related,Order status enquiry,No Remarks,,2023-07-08 17:53:00,2023-07-08 17:55:00,2023-08-07,Unknown,Unknown,,,Connor Jackson,Ethan Tan,Michael Lee,31-60,Evening,5.0,2.0
Outcall,Product Queries,Product Specific Information,No Remarks,,2023-07-08 19:14:00,2023-07-08 19:15:00,2023-08-07,Unknown,Unknown,,,Eric Dunn MD,Jackson Park,William Kim,On Job Training,Evening,4.0,1.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 20:33:00,2023-07-08 20:34:00,2023-08-07,Unknown,Unknown,,,Roger Turner,Nathan Patel,Jennifer Nguyen,On Job Training,Evening,5.0,1.0
Inbound,Payments related,Payment related Queries,No Remarks,,2023-06-08 12:42:00,2023-07-08 20:55:00,2023-08-07,Unknown,Unknown,,,Mark Wilson,Scarlett Chen,John Smith,0-30,Morning,5.0,43693.0
Inbound,Returns,Fraudulent User,No Remarks,,2023-07-08 15:49:00,2023-07-08 15:54:00,2023-08-07,Unknown,Unknown,,,Diana Terry,Emily Yamashita,John Smith,>90,Morning,1.0,5.0
Email,Refund Related,Refund Enquiry,No Remarks,,2023-07-08 17:11:00,2023-07-08 17:28:00,2023-08-07,Unknown,Unknown,,,Samantha Miller,Brayden Wong,John Smith,>90,Evening,4.0,17.0
Inbound,Order Related,Installation/demo,No Remarks,,2023-07-08 21:36:00,2023-07-08 21:38:00,2023-08-07,Unknown,Unknown,,,Kristin Campbell,Ethan Tan,Michael Lee,>90,Evening,4.0,2.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 06:17:00,2023-07-08 06:21:00,2023-08-07,Unknown,Unknown,,,Renee Martin,Lily Chen,Michael Lee,>90,Morning,5.0,4.0
Inbound,Order Related,Installation/demo,No Remarks,,2023-07-08 19:22:00,2023-07-08 19:29:00,2023-08-07,Unknown,Unknown,,,Brittany Tran,Landon Tanaka,Emily Chen,>90,Morning,4.0,7.0
Inbound,Returns,Return request,No Remarks,,2023-07-08 10:00:00,2023-07-08 10:02:00,2023-08-07,Unknown,Unknown,,,Pamela Stevens,Jackson Park,John Smith,>90,Morning,5.0,2.0
Inbound,Order Related,Order status enquiry,No Remarks,,2023-07-08 09:53:00,2023-07-08 09:55:00,2023-08-07,Unknown,Unknown,,,Andrea Oconnor,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,5.0,2.0
Inbound,Returns,Return request,I am happy,,2023-07-08 22:08:00,2023-07-08 22:11:00,2023-08-07,Unknown,Unknown,,,Garrett Parker,Wyatt Kim,Michael Lee,>90,Evening,5.0,3.0
Outcall,Payments related,Payment related Queries,No Remarks,,2023-04-08 12:17:00,2023-07-08 12:02:00,2023-08-07,Unknown,Unknown,,,Gregory Jackson,Scarlett Chen,John Smith,0-30,Morning,4.0,131025.0
Inbound,Order Related,Delayed,No Remarks,,2023-07-08 18:58:00,2023-07-08 20:31:00,2023-08-07,Unknown,Unknown,,,Scott Sutton,Jackson Park,Michael Lee,31-60,Evening,1.0,93.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 10:44:00,2023-07-08 17:29:00,2023-08-07,Unknown,Unknown,,,Mikayla Wright,Jackson Park,William Kim,On Job Training,Morning,5.0,405.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 20:14:00,2023-07-08 20:15:00,2023-08-07,Unknown,Unknown,,,David Smith,Nathan Patel,John Smith,>90,Split,5.0,1.0
Inbound,Returns,Service Centres Related,Medium performance ,,2023-07-08 17:38:00,2023-07-08 17:39:00,2023-08-07,Unknown,Unknown,,,Kayla Spears,Ava Wong,William Kim,On Job Training,Evening,4.0,1.0
Inbound,Returns,Service Centres Related,My issue was not resolved and was given the same canned statement .. Shopzilla should maintain standard in choosing third party.. worst and pathetic service. When you can't manage don't promise customers.. SuperBuy is atleast good enough to take care of customers complaint and act immediately. ,,2023-07-08 12:16:00,2023-07-08 19:24:00,2023-08-07,Unknown,Unknown,,,Timothy Huber,Sophia Sato,John Smith,0-30,Morning,2.0,428.0
Inbound,Order Related,Installation/demo,Customer support is very good,,2023-07-08 20:32:00,2023-07-08 20:42:00,2023-08-07,Unknown,Unknown,,,Michelle Smith,Ava Wong,William Kim,On Job Training,Evening,4.0,10.0
Inbound,Returns,Return request,No Remarks,,2023-07-08 17:05:00,2023-07-08 17:11:00,2023-08-07,Unknown,Unknown,,,Tina Roberts,Wyatt Kim,Michael Lee,31-60,Evening,5.0,6.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 11:15:00,2023-07-08 11:16:00,2023-08-07,Unknown,Unknown,,,Kelsey Richardson,Madison Kim,Emily Chen,>90,Split,5.0,1.0
Inbound,Returns,Reverse Pickup Enquiry,Good behaviour of customer executive ,,2023-07-08 17:39:00,2023-07-08 17:41:00,2023-08-07,Unknown,Unknown,,,Brittany Tran,Landon Tanaka,Emily Chen,>90,Morning,5.0,2.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-07-08 21:40:00,2023-07-08 21:45:00,2023-08-07,Unknown,Unknown,,,Wendy Taylor,Madison Kim,Michael Lee,31-60,Evening,5.0,5.0
Inbound,Refund Related,Refund Enquiry,No Remarks,,2023-07-08 09:16:00,2023-07-08 09:17:00,2023-08-07,Unknown,Unknown,,,Kenneth Martin,Aiden Patel,John Smith,31-60,Morning,4.0,1.0
Inbound,Shopzilla Related,General Enquiry,I am so happy ,,2023-07-08 11:57:00,2023-07-08 12:01:00,2023-08-07,Unknown,Unknown,,,Timothy Henry,William Park,John Smith,31-60,Morning,5.0,4.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 17:57:00,2023-07-08 17:59:00,2023-08-07,Unknown,Unknown,,,Steven Wall,Zoe Yamamoto,Emily Chen,>90,Afternoon,5.0,2.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,2023-07-22 11:44:00,2023-07-08 23:43:00,2023-07-08 23:50:00,2023-08-07,LUCKNOW,LifeStyle,803.0,,Mary Hughes,Elijah Yamaguchi,Emily Chen,61-90,Evening,5.0,7.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-07-08 14:59:00,2023-07-08 18:09:00,2023-08-07,Unknown,Unknown,,,Rachel Peters,Aiden Patel,John Smith,>90,Morning,5.0,190.0
Inbound,Order Related,Customer Requested Modifications,No Remarks,,2023-07-08 15:02:00,2023-07-08 15:07:00,2023-08-07,Unknown,Unknown,,,Kevin Griffin,Evelyn Kimura,John Smith,0-30,Morning,5.0,5.0
Inbound,Order Related,Order status enquiry,Good ,2023-08-02 20:32:00,2023-07-08 10:29:00,2023-07-08 10:38:00,2023-08-07,BANGALORE,Mobile,18999.0,,Dana Bridges,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,5.0,9.0
Inbound,Returns,Return request,Good behaviour ,,2023-07-08 12:21:00,2023-07-08 12:24:00,2023-08-07,Unknown,Unknown,,,Anthony Booth,William Park,John Smith,31-60,Morning,5.0,3.0
Outcall,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 16:43:00,2023-07-08 16:59:00,2023-08-07,Unknown,Unknown,,,Elizabeth Rivera,Aiden Patel,John Smith,>90,Morning,5.0,16.0
Inbound,Order Related,Invoice request,No Remarks,,2023-07-08 21:36:00,2023-07-08 21:38:00,2023-08-07,Unknown,Unknown,,,Jason Park,Harper Wong,William Kim,On Job Training,Evening,3.0,2.0
Outcall,Refund Related,Refund Related Issues,No Remarks,,2023-07-08 23:27:00,2023-07-08 23:42:00,2023-08-07,Unknown,Unknown,,,Kenneth Wilson,Aiden Patel,John Smith,>90,Morning,4.0,15.0
Outcall,Order Related,Order status enquiry,Good ,,2023-07-08 09:51:00,2023-07-08 09:52:00,2023-08-07,Unknown,Unknown,,,Deanna Wright,Jackson Park,William Kim,On Job Training,Morning,5.0,1.0
Inbound,Returns,Return request,No Remarks,,2023-07-08 19:31:00,2023-07-08 19:33:00,2023-08-07,Unknown,Unknown,,,John Buchanan,Noah Patel,Emily Chen,>90,Split,5.0,2.0
Inbound,Returns,Return request,No Remarks,2023-07-31 01:37:00,2023-07-08 13:33:00,2023-07-08 13:34:00,2023-08-07,KANPUR,Electronics,1499.0,,Jesse Shaffer,Ethan Tan,John Smith,>90,Morning,5.0,1.0
Inbound,Returns,Fraudulent User,No Remarks,2023-07-29 14:59:00,2023-04-08 12:03:00,2023-07-08 12:20:00,2023-08-07,JAIPUR,Electronics,1799.0,,Tammy Gould,Ava Wong,Jennifer Nguyen,On Job Training,Morning,4.0,131057.0
Inbound,Returns,Return request,No Remarks,,2023-06-08 21:59:00,2023-07-08 03:42:00,2023-08-07,Unknown,Unknown,,,Kenneth Howell,Elijah Yamaguchi,Emily Chen,>90,Split,5.0,42103.0
Inbound,Returns,Missing,No Remarks,,2023-07-08 11:58:00,2023-07-08 12:32:00,2023-08-07,Unknown,Unknown,,,John Gordon,Zoe Yamamoto,William Kim,On Job Training,Morning,4.0,34.0
Inbound,Payments related,Online Payment Issues,No Remarks,,2023-07-08 13:20:00,2023-07-08 13:23:00,2023-08-07,Unknown,Unknown,,,Susan Francis,Sophia Sato,John Smith,0-30,Morning,5.0,3.0
Inbound,Order Related,Installation/demo,Provide correct motorola customer care number ,,2023-07-08 18:35:00,2023-07-08 19:03:00,2023-08-07,Unknown,Unknown,,,Megan Brown,Ava Wong,William Kim,On Job Training,Evening,1.0,28.0
Inbound,Returns,Return request,Good,2023-07-20 21:47:00,2023-07-08 08:18:00,2023-07-08 08:20:00,2023-08-07,EAST GODAVARI,Books & General merchandise,479.0,,Stacey Lynch,Austin Johnson,Michael Lee,0-30,Morning,5.0,2.0
Inbound,Returns,Missing,No Remarks,,2023-07-08 19:28:00,2023-07-08 19:39:00,2023-08-07,Unknown,Unknown,,,Rebecca Thomas,Madison Kim,Michael Lee,31-60,Evening,5.0,11.0
Outcall,Cancellation,Return cancellation,??????,,2023-07-08 19:02:00,2023-07-08 19:12:00,2023-08-07,Unknown,Unknown,,,Mary Vasquez,Olivia Wang,Olivia Tan,0-30,Morning,2.0,10.0
Inbound,Payments related,e-Gift Voucher,No Remarks,,2023-07-08 22:05:00,2023-07-08 22:23:00,2023-08-07,Unknown,Unknown,,,Lee Allen PhD,Elijah Yamaguchi,John Smith,>90,Evening,5.0,18.0
Inbound,Order Related,Customer Requested Modifications,No Remarks,,2023-07-08 22:55:00,2023-07-08 23:00:00,2023-08-07,Unknown,Unknown,,,Katherine Walker,Olivia Wang,Emily Chen,31-60,Evening,1.0,5.0
Inbound,Payments related,Online Payment Issues,No Remarks,,2023-07-08 23:47:00,2023-07-08 23:48:00,2023-08-07,Unknown,Unknown,,,Nicole Jones,Jackson Park,Michael Lee,31-60,Evening,1.0,1.0
Inbound,Returns,Return request,No Remarks,2023-07-24 15:54:00,2023-07-08 22:40:00,2023-07-08 22:43:00,2023-08-07,ROURKELA,Electronics,2499.0,,Michele Kramer,William Park,John Smith,61-90,Evening,5.0,3.0
Inbound,Returns,Wrong,  achhe se problem solve ki meri,,2023-07-08 06:41:00,2023-07-08 06:55:00,2023-08-07,Unknown,Unknown,,,Samuel Beck,Evelyn Kimura,John Smith,0-30,Morning,5.0,14.0
Inbound,Refund Related,Refund Enquiry,Good ,,2023-07-08 12:29:00,2023-07-08 12:30:00,2023-08-07,Unknown,Unknown,,,Mark Gonzalez,Amelia Tanaka,Emily Chen,>90,Morning,5.0,1.0
Inbound,Order Related,Installation/demo,No Remarks,,2023-07-08 15:07:00,2023-07-08 15:29:00,2023-08-07,Unknown,Unknown,,,Sarah Becker,Zoe Yamamoto,John Smith,31-60,Afternoon,5.0,22.0
Inbound,Product Queries,Product Specific Information,Meri watch   please ,,2023-07-08 19:48:00,2023-07-08 19:59:00,2023-08-07,Unknown,Unknown,,,Lauren Dominguez,Charlotte Suzuki,Jennifer Nguyen,On Job Training,Evening,1.0,11.0
Outcall,Returns,Return request,No Remarks,,2023-07-08 20:05:00,2023-07-08 20:08:00,2023-08-07,Unknown,Unknown,,,Michael Davis,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,5.0,3.0
Inbound,Returns,Missing,Nice behaviour ,2023-08-01 16:44:00,2023-07-08 20:35:00,2023-07-08 20:40:00,2023-08-07,MATHURA,Books & General merchandise,209.0,,Craig Hall,Harper Wong,Emily Chen,>90,Split,5.0,5.0
Inbound,Refund Related,Refund Enquiry,No Remarks,2023-08-02 20:37:00,2023-07-08 23:14:00,2023-07-08 23:17:00,2023-08-07,CUTTACK,Electronics,901.0,,Jacqueline Edwards,Carter Park,Michael Lee,31-60,Evening,1.0,3.0
Inbound,Shopzilla Related,General Enquiry,No Remarks,,2023-07-08 17:42:00,2023-07-08 19:26:00,2023-08-07,Unknown,Unknown,,,Nicole Hicks,Jackson Park,Michael Lee,>90,Evening,5.0,104.0
Inbound,Order Related,Order status enquiry,Such a worst delivery service ,2023-08-01 17:38:00,2023-07-08 09:15:00,2023-07-08 09:20:00,2023-08-07,HYDERABAD,Books & General merchandise,288.0,,Amber Brown,Carter Park,Jennifer Nguyen,On Job Training,Morning,1.0,5.0
Outcall,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 09:27:00,2023-07-08 09:40:00,2023-08-07,Unknown,Unknown,,,Jessica Jones,William Park,John Smith,31-60,Morning,2.0,13.0
Inbound,Order Related,Installation/demo,No any questions ,,2023-07-08 18:47:00,2023-07-08 18:51:00,2023-08-07,Unknown,Unknown,,,Samuel Mccoy,Landon Tanaka,Emily Chen,>90,Split,5.0,4.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 19:31:00,2023-07-08 19:33:00,2023-08-07,Unknown,Unknown,,,Steven Wall,Zoe Yamamoto,Emily Chen,>90,Afternoon,5.0,2.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 14:57:00,2023-07-08 15:05:00,2023-08-07,Unknown,Unknown,,,Hunter Hoffman,Brayden Wong,John Smith,>90,Morning,5.0,8.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-07-08 23:16:00,2023-07-08 23:18:00,2023-08-07,Unknown,Unknown,,,Kristin Adams,Zoe Yamamoto,John Smith,31-60,Afternoon,5.0,2.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,2023-08-02 09:31:00,2023-07-08 08:38:00,2023-07-08 08:49:00,2023-08-07,FAIZABAD,Mobile,10999.0,,Elizabeth Lara,Dylan Kim,Michael Lee,>90,Morning,4.0,11.0
Inbound,Payments related,Payment related Queries,No Remarks,,2023-07-08 00:44:00,2023-07-08 01:00:00,2023-08-07,Unknown,Unknown,,,Corey Gibson,Alexander Tanaka,Michael Lee,0-30,Evening,3.0,16.0
Inbound,Returns,Missing,No Remarks,,2023-07-08 12:06:00,2023-07-08 12:07:00,2023-08-07,Unknown,Unknown,,,Hayley Smith,Noah Patel,Emily Chen,>90,Split,3.0,1.0
Inbound,Order Related,Delayed,Super madam baat  ,,2023-07-08 10:16:00,2023-07-08 10:18:00,2023-08-07,Unknown,Unknown,,,Mr. Albert Clark DDS,Olivia Suzuki,Jennifer Nguyen,On Job Training,Morning,5.0,2.0
Inbound,Returns,Service Centres Related,No Remarks,,2023-07-08 19:05:00,2023-07-08 19:33:00,2023-08-07,Unknown,Unknown,,,Marc Roberts,Alexander Tanaka,Michael Lee,0-30,Evening,5.0,28.0
Inbound,Order Related,Invoice request,Good,,2023-07-08 21:35:00,2023-07-08 21:38:00,2023-08-07,Unknown,Unknown,,,Jennifer Moore,Nathan Patel,Jennifer Nguyen,On Job Training,Evening,5.0,3.0
Outcall,Returns,Fraudulent User,No Remarks,,2023-07-08 23:27:00,2023-07-08 23:39:00,2023-08-07,Unknown,Unknown,,,Benjamin Taylor,Mia Patel,Emily Chen,0-30,Evening,5.0,12.0
Inbound,Order Related,Installation/demo,No Remarks,,2023-07-08 16:48:00,2023-07-08 16:51:00,2023-08-07,Unknown,Unknown,,,Elizabeth Collins,Madison Kim,Michael Lee,31-60,Evening,4.0,3.0
Inbound,Returns,Reverse Pickup Enquiry,It's ok,,2023-07-08 19:02:00,2023-07-08 19:17:00,2023-08-07,Unknown,Unknown,,,Nicholas Mata,Wyatt Kim,Michael Lee,61-90,Afternoon,3.0,15.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 19:46:00,2023-07-08 19:48:00,2023-08-07,Unknown,Unknown,,,Elizabeth Lopez,Mia Patel,Emily Chen,>90,Evening,5.0,2.0
Inbound,Order Related,Seller Cancelled Order,No Remarks,,2023-07-08 07:07:00,2023-07-08 20:15:00,2023-08-07,Unknown,Unknown,,,Jennifer Martinez,Austin Johnson,Michael Lee,0-30,Morning,2.0,788.0
Outcall,Shopzilla Related,General Enquiry,Customer care not solve my problem.,,2023-07-08 21:44:00,2023-07-08 21:52:00,2023-08-07,Unknown,Unknown,,,Roger Turner,Nathan Patel,Jennifer Nguyen,On Job Training,Evening,1.0,8.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 06:42:00,2023-07-08 09:39:00,2023-08-07,Unknown,Unknown,,,Phillip Mccoy,Lily Chen,Michael Lee,>90,Morning,5.0,177.0
Inbound,Returns,Return request,Executive is very good i am happy nice comunication my problem is solved,,2023-07-08 09:20:00,2023-07-08 09:27:00,2023-08-07,Unknown,Unknown,,,Kevin Cook,Mia Patel,John Smith,>90,Morning,5.0,7.0
Inbound,Returns,Fraudulent User,No Remarks,,2023-07-08 10:37:00,2023-07-08 10:40:00,2023-08-07,Unknown,Unknown,,,Pamela Stevens,Jackson Park,John Smith,>90,Morning,5.0,3.0
Inbound,Returns,Reverse Pickup Enquiry,Good sarvice,,2023-07-08 20:35:00,2023-07-08 21:31:00,2023-08-07,Unknown,Unknown,,,Sarah Becker,Zoe Yamamoto,John Smith,31-60,Afternoon,5.0,56.0
Outcall,Returns,Return request,No Remarks,,2023-07-08 13:45:00,2023-07-08 13:48:00,2023-08-07,Unknown,Unknown,,,Mary Vasquez,Olivia Wang,Olivia Tan,0-30,Morning,5.0,3.0
Inbound,Order Related,Order status enquiry,No Remarks,,2023-07-08 17:55:00,2023-07-08 17:56:00,2023-08-07,Unknown,Unknown,,,Kristin Campbell,Ethan Tan,Michael Lee,>90,Evening,1.0,1.0
Inbound,Returns,Return request,No Remarks,,2023-07-08 19:07:00,2023-07-08 19:09:00,2023-08-07,Unknown,Unknown,,,Douglas Smith,Brayden Wong,John Smith,>90,Evening,3.0,2.0
Inbound,Refund Related,Refund Enquiry,No Remarks,,2023-07-08 21:48:00,2023-07-08 22:20:00,2023-08-07,Unknown,Unknown,,,James Chung,Oliver Nguyen,John Smith,>90,Morning,1.0,32.0
Inbound,Returns,Missing,No Remarks,,2023-07-08 22:57:00,2023-07-08 23:01:00,2023-08-07,Unknown,Unknown,,,Alyssa Ford,Carter Park,Jennifer Nguyen,On Job Training,Morning,4.0,4.0
Inbound,Order Related,Order status enquiry,No Remarks,,2023-07-08 20:15:00,2023-07-08 20:22:00,2023-08-07,Unknown,Unknown,,,Shelley Watson,Jackson Park,Michael Lee,31-60,Evening,1.0,7.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 10:53:00,2023-07-08 21:22:00,2023-08-07,Unknown,Unknown,,,Mark Garcia,Wyatt Kim,Jennifer Nguyen,On Job Training,Morning,1.0,629.0
Outcall,Returns,Fraudulent User,No Remarks,,2023-07-08 18:52:00,2023-07-08 18:55:00,2023-08-07,Unknown,Unknown,,,Courtney Richardson,Logan Lee,Emily Chen,61-90,Evening,5.0,3.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,2023-07-31 16:58:00,2023-07-08 16:45:00,2023-07-08 16:46:00,2023-08-07,NAGAUR,Books & General merchandise,220.0,,Anthony Booth,William Park,John Smith,31-60,Morning,5.0,1.0
Inbound,Order Related,Order status enquiry,No Remarks,,2023-07-08 06:44:00,2023-07-08 09:29:00,2023-08-07,Unknown,Unknown,,,Dawn Whitaker,Austin Johnson,Michael Lee,0-30,Morning,3.0,165.0
Inbound,Order Related,Delayed,Thanks ,,2023-07-08 18:12:00,2023-07-08 20:21:00,2023-08-07,Unknown,Unknown,,,Scott Sutton,Jackson Park,Michael Lee,31-60,Evening,4.0,129.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 22:49:00,2023-07-08 22:55:00,2023-08-07,Unknown,Unknown,,,Kenneth Wilson,Aiden Patel,John Smith,>90,Morning,1.0,6.0
Inbound,Payments related,Payment related Queries,No Remarks,,2023-07-08 09:25:00,2023-07-08 09:35:00,2023-08-07,Unknown,Unknown,,,Michael Brady,Layla Taniguchi,Emily Chen,>90,Morning,5.0,10.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-07-08 09:53:00,2023-07-08 09:56:00,2023-08-07,Unknown,Unknown,,,Mackenzie Phillips,Emma Park,John Smith,31-60,Morning,5.0,3.0
Outcall,Product Queries,Product Specific Information,ohh yeah,,2023-07-08 12:01:00,2023-07-08 22:54:00,2023-08-07,Unknown,Unknown,,,Gregory Davenport,Charlotte Suzuki,Jennifer Nguyen,On Job Training,Evening,5.0,653.0
Inbound,Refund Related,Refund Related Issues,Nice work,,2023-07-08 16:41:00,2023-07-08 16:42:00,2023-08-07,Unknown,Unknown,,,Micheal Wagner,Aiden Patel,John Smith,>90,Evening,5.0,1.0
Outcall,Product Queries,Product Specific Information,No Remarks,,2023-07-08 18:05:00,2023-07-08 18:43:00,2023-08-07,Unknown,Unknown,,,Amy Campbell,Alexander Tanaka,Michael Lee,0-30,Evening,5.0,38.0
